,name,artists,year,duration_s,tempo,acousticness,energy,valence,key,popularity,explicit
90674,That Would Be Something - Remastered 2011,Paul McCartney,1970,158.613,166.575,0.677,0.371,0.344,5,36,No
90717,Man We Was Lonely - Remastered 2011,Paul McCartney,1970,178.16,89.018,0.599,0.317,0.598,9,35,No
90762,"Oh Woman, Oh Why - Remastered 2012",Paul McCartney,1971,274.547,176.741,0.00895,0.5,0.626,2,37,No
90794,Ram On - Remastered 2012,Paul McCartney,1971,55.213,130.375,0.777,0.682,0.548,5,36,No
91360,On The Way - Remastered 2011,Paul McCartney,1980,219.067,86.78,0.247,0.417,0.713,10,37,No
91832,Ebony And Ivory,Paul McCartney,1987,220.773,80.692,0.152,0.458,0.805,4,36,No
96666,Momma Miss America - Remastered 2011,Paul McCartney,1970,245.693,94.157,0.553,0.596,0.589,7,36,No
96670,Singalong Junk - Remastered 2011,Paul McCartney,1970,156.28,88.407,0.904,0.113,0.441,2,35,No
96674,Teddy Boy - Remastered 2011,Paul McCartney,1970,144.293,81.431,0.644,0.322,0.411,2,34,No
96693,Oo You - Remastered 2011,Paul McCartney,1970,169.733,86.263,0.444,0.742,0.818,0,33,No
96742,Hey Diddle (Dixon Van Winkle Mix) - 2012 Master,Paul McCartney,1971,228.72,91.204,0.761,0.158,0.545,0,35,No
96754,Little Woman Love - Remastered 2012,Paul McCartney,1971,127.773,122.136,0.489,0.712,0.898,0,35,No
96768,Sunshine Sometime (Earliest Mix) - 2012 Master,Paul McCartney,1971,202.173,103.012,0.649,0.296,0.514,2,35,No
97360,Temporary Secretary - Remastered 2011,Paul McCartney,1980,194.28,132.42,0.572,0.662,0.702,1,37,No
97797,Jet,Paul McCartney,1987,246.773,128.895,0.00268,0.561,0.417,9,34,No
98415,Maybe I'm Amazed,Paul McCartney,2001,231.267,79.043,0.335,0.513,0.385,2,44,No
98724,Great Day,Paul McCartney,2009,128.853,85.615,0.646,0.49,0.601,9,54,No
102507,Hot As Sun / Glasses - Remastered 2011,Paul McCartney,1970,127.147,193.309,0.226,0.411,0.226,7,32,No
102572,A Love For You (Jon Kelly Mix) - 2012 Master,Paul McCartney,1971,248.2,132.46,0.0549,0.78,0.922,7,34,No
103166,One Of These Days - Remastered 2011,Paul McCartney,1980,219.107,169.018,0.736,0.164,0.369,1,39,No
104324,Let It Be - Live,Paul McCartney,2003,237.933,141.949,0.337,0.716,0.347,0,54,No
104326,Live And Let Die - Live,Paul McCartney,2003,185.0,150.376,0.358,0.929,0.232,7,51,No
108165,Valentine Day - Remastered 2011,Paul McCartney,1970,101.08,118.2,0.774,0.483,0.964,4,32,No
109011,Take It Away - Remixed 2015,Paul McCartney,1982,256.053,134.875,0.00814,0.632,0.928,2,35,No
109615,The Girl Is Mine (with Paul McCartney),Paul McCartney,1995,221.6,79.88,0.383,0.664,0.696,9,48,No
2512,The Side of a Hill,Paul Simon,1965,137.093,112.322,0.953,0.0657,0.318,0,24,No
2979,Paranoia Blues (Unreleased Version),Paul Simon,1972,194.36,130.782,0.496,0.514,0.847,6,31,No
3030,Take Me to the Mardi Gras,Paul Simon,1973,210.853,102.351,0.206,0.473,0.892,9,34,No
3057,Tenderness,Paul Simon,1973,175.507,118.861,0.88,0.217,0.231,0,32,No
3178,Silent Eyes,Paul Simon,1975,245.28,103.04,0.832,0.239,0.116,9,33,No
3952,She Moves On,Paul Simon,1990,303.507,120.942,0.775,0.644,0.943,6,35,No
3974,Spirit Voices,Paul Simon,1990,236.347,107.905,0.874,0.394,0.815,0,35,No
7604,A Church Is Burning,Paul Simon,1965,203.867,107.478,0.878,0.302,0.444,3,23,No
7617,A Most Peculiar Man,Paul Simon,1965,143.4,125.429,0.911,0.151,0.215,3,24,No
7750,The Sounds of Silence,Paul Simon,1967,191.333,116.712,0.685,0.378,0.492,5,21,No
8056,Duncan - Demo - San Francisco 2/71,Paul Simon,1972,166.613,114.333,0.901,0.122,0.392,9,30,No
8269,Gone at Last (Original Demo with The Jessy Dixon Singers) (with The Jessy Dixon Singers),Paul Simon,1975,278.76,110.53,0.515,0.788,0.555,1,32,No
8597,"One-Trick Pony - Live at the Agora Theatre, Cleveland, OH - September 1979",Paul Simon,1980,233.68,101.994,0.463,0.585,0.628,7,32,No
8751,Rene and Georgette Magritte with Their Dog After the War,Paul Simon,1983,223.693,87.496,0.916,0.0874,0.263,4,32,No
9071,"The Cool, Cool River",Paul Simon,1990,273.187,114.35,0.746,0.558,0.464,9,34,No
9077,Further to Fly,Paul Simon,1990,336.267,90.682,0.775,0.681,0.972,3,34,No
9087,The Rhythm of the Saints,Paul Simon,1990,252.693,116.476,0.763,0.47,0.557,5,34,No
12507,I Am a Rock - Alternate Version,Paul Simon,1965,164.56,120.217,0.692,0.416,0.415,1,22,No
12526,He Was My Brother,Paul Simon,1965,166.267,99.393,0.907,0.192,0.218,3,23,No
12529,A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission),Paul Simon,1965,137.867,120.695,0.856,0.38,0.558,6,22,No
17905,American Tune (Unfinished Demo),Paul Simon,1973,241.907,77.134,0.943,0.0313,0.286,7,29,No
17952,Let Me Live In Your City - Work In Progress,Paul Simon,1973,260.6,78.162,0.955,0.0254,0.143,4,29,No
18492,Song About the Moon,Paul Simon,1983,251.413,114.108,0.674,0.3,0.404,5,29,No
22200,Patterns,Paul Simon,1965,183.267,106.884,0.837,0.211,0.222,2,21,No
24247,Me and Julio Down by the Schoolyard,Paul Simon,2007,164.16,104.88,0.207,0.812,0.797,9,44,No
27842,Think Too Much (b),Paul Simon,1983,165.213,96.746,0.714,0.302,0.454,9,27,No
28797,Loves Me Like a Rock,Paul Simon,2007,212.747,144.821,0.228,0.591,0.702,7,43,No
31606,Take Me to the Mardi Gras (Acoustic Demo),Paul Simon,1973,149.32,88.257,0.933,0.0553,0.438,9,27,No
32460,Thelma - Bonus Track,Paul Simon,1990,254.747,93.999,0.872,0.529,0.882,5,31,No
35736,American Tune (with The Jessy Dixon Singers & Urubamba) - Live 1973,Paul Simon,1974,241.6,80.853,0.786,0.244,0.326,0,23,No
36772,Adios Hermanos,Paul Simon,1997,282.28,84.821,0.866,0.24,0.46,1,38,No
39216,A Church Is Burning - Alternate Version,Paul Simon,1965,190.307,116.737,0.824,0.32,0.388,10,19,No
39761,Duncan (with The Jessy Dixon Singers & Urubamba) - Live 1973,Paul Simon,1974,307.827,93.824,0.671,0.55,0.185,5,23,No
40251,When Numbers Get Serious,Paul Simon,1983,206.053,132.971,0.329,0.425,0.65,7,25,No
40536,The Coast (Work-In-Progress) - Bonus Track,Paul Simon,1990,313.773,116.306,0.83,0.461,0.758,8,29,No
43976,That's Why God Made the Movies,Paul Simon,1980,217.627,108.739,0.859,0.278,0.418,9,27,No
43998,"Ace in the Hole - Live at the Agora Theatre, Cleveland, OH - September 1979",Paul Simon,1980,343.0,119.584,0.322,0.768,0.597,2,26,No
49865,Me and Julio Down by the Schoolyard,Paul Simon,1972,164.813,105.33,0.237,0.816,0.798,9,72,No
49965,Kodachrome,Paul Simon,1973,215.4,135.754,0.0291,0.705,0.902,1,63,No
50126,50 Ways to Leave Your Lover,Paul Simon,1975,217.347,101.684,0.166,0.372,0.293,7,70,No
50157,Still Crazy After All These Years,Paul Simon,1975,206.533,37.114,0.8,0.252,0.13,7,62,No
50573,Late in the Evening,Paul Simon,1980,242.707,118.623,0.199,0.88,0.961,5,60,No
50921,You Can Call Me Al,Paul Simon,1986,280.0,128.433,0.182,0.763,0.82,5,76,No
50938,Graceland,Paul Simon,1986,291.2,117.925,0.626,0.705,0.848,9,66,No
50941,Diamonds on the Soles of Her Shoes,Paul Simon,1986,349.28,110.64,0.776,0.677,0.876,5,65,No
57642,Mother and Child Reunion,Paul Simon,1972,187.4,119.931,0.112,0.632,0.764,9,54,No
57752,Loves Me Like a Rock,Paul Simon,1973,213.453,144.972,0.256,0.584,0.75,7,50,No
58627,The Boy In the Bubble,Paul Simon,1986,239.693,136.155,0.479,0.703,0.559,2,55,No
58642,I Know What I Know (with General M.D.Shirinda & The Gaza Sisters),Paul Simon,1986,193.373,117.906,0.254,0.741,0.961,0,53,No
58857,The Obvious Child,Paul Simon,1990,250.227,92.593,0.576,0.717,0.969,8,54,No
64049,Kathy's Song,Paul Simon,1965,208.933,94.385,0.884,0.189,0.218,6,43,No
64060,The Sound of Silence,Paul Simon,1965,186.707,108.703,0.661,0.313,0.364,2,46,No
64571,Run That Body Down,Paul Simon,1972,232.147,104.655,0.784,0.313,0.453,2,48,No
64606,Duncan,Paul Simon,1972,283.133,93.954,0.763,0.398,0.456,7,47,No
65357,Hearts and Bones,Paul Simon,1983,339.293,114.127,0.932,0.257,0.478,4,47,No
65506,Under African Skies,Paul Simon,1986,217.16,74.155,0.459,0.677,0.648,8,51,No
65530,Gumboots (with Boyoyo Boys),Paul Simon,1986,164.827,144.888,0.506,0.878,0.595,2,49,No
65536,Homeless (with Ladysmith Black Mambazo),Paul Simon,1986,228.413,91.396,0.875,0.27,0.294,6,50,No
65545,"Crazy Love, Vol. II",Paul Simon,1986,259.36,124.978,0.681,0.623,0.668,0,49,No
66602,Slip Slidin' Away,Paul Simon,2007,285.053,121.165,0.743,0.409,0.315,8,59,No
71383,American Tune,Paul Simon,1973,225.133,84.699,0.818,0.208,0.219,0,47,No
71388,St. Judy's Comet,Paul Simon,1973,201.64,96.265,0.457,0.344,0.713,9,43,No
72244,All Around the World or the Myth of Fingerprints (with Los Lobos),Paul Simon,1986,197.533,178.853,0.248,0.673,0.879,0,46,No
72245,That Was Your Mother (with Good Rockin' Doopsie & The Twisters),Paul Simon,1986,172.813,113.991,0.107,0.757,0.483,9,46,No
72428,Can't Run But,Paul Simon,1990,216.627,159.963,0.917,0.589,0.923,4,48,No
77628,I Am a Rock,Paul Simon,1965,161.867,121.767,0.831,0.393,0.436,4,32,No
78082,Peace Like a River,Paul Simon,1972,203.28,126.511,0.87,0.343,0.669,5,41,No
78930,Diamonds on the Soles of Her Shoes - Alternate Unreleased Version,Paul Simon,1986,281.333,110.793,0.964,0.271,0.715,5,45,No
78948,Homeless (Demo),Paul Simon,1986,150.733,124.651,0.929,0.144,0.341,7,44,No
78972,All Around the World or the Myth of Fingerprints (Early Version),Paul Simon,1986,197.733,89.126,0.393,0.761,0.809,0,43,No
79142,The Coast,Paul Simon,1990,304.827,116.273,0.864,0.535,0.798,0,43,No
79914,Father and Daughter,Paul Simon,2006,251.187,106.003,0.195,0.56,0.811,4,54,No
79986,You Can Call Me Al,Paul Simon,2007,276.36,128.349,0.126,0.725,0.851,5,58,No
80192,The Boxer,Paul Simon,2012,245.4,98.646,0.649,0.37,0.272,0,55,No
84285,April Come She Will,Paul Simon,1965,107.973,101.408,0.884,0.161,0.237,6,30,No
84790,Loves Me Like a Rock (Acoustic Demo),Paul Simon,1973,204.693,122.221,0.883,0.152,0.574,4,40,No
84803,One Man's Ceiling Is Another Man's Floor,Paul Simon,1973,227.04,119.416,0.521,0.315,0.366,5,40,No
84979,Slip Slidin' Away (Demo),Paul Simon,1975,329.107,118.355,0.748,0.223,0.488,8,38,No
85637,Crazy Love - Demo,Paul Simon,1986,151.12,125.472,0.222,0.77,0.948,0,42,No
85649,You Can Call Me Al - Demo,Paul Simon,1986,124.12,121.593,0.0524,0.818,0.973,5,42,No
86638,Kodachrome,Paul Simon,2007,213.96,135.747,0.0245,0.693,0.917,1,51,No
90384,Leaves That Are Green,Paul Simon,1965,150.627,107.358,0.873,0.233,0.217,6,28,No
90858,Everything Put Together Falls Apart,Paul Simon,1972,121.867,84.699,0.909,0.0705,0.342,0,36,No
91062,I'd Do It for Your Love,Paul Simon,1975,215.2,76.941,0.832,0.349,0.179,11,38,No
91395,How the Heart Approaches What It Yearns,Paul Simon,1980,169.36,155.721,0.835,0.239,0.297,11,38,No
91757,"The Story of ""Graceland"" as Told by Paul Simon",Paul Simon,1986,577.013,117.822,0.736,0.351,0.595,1,40,No
91952,Born at the Right Time (Original Acoustic Demo) - Bonus Track,Paul Simon,1990,230.227,110.879,0.865,0.25,0.617,5,40,No
96364,Flowers Never Bend with the Rainfall,Paul Simon,1965,137.707,81.731,0.901,0.225,0.281,7,26,No
96832,Papa Hobo,Paul Simon,1972,155.533,144.008,0.867,0.154,0.368,0,34,No
96856,Something so Right,Paul Simon,1973,276.827,75.033,0.526,0.327,0.257,5,37,No
97018,Have a Good Time,Paul Simon,1975,206.467,104.778,0.689,0.375,0.663,5,36,No
97919,Born at the Right Time,Paul Simon,1990,228.08,111.269,0.699,0.556,0.701,5,37,No
97969,"The Boxer - Live at Central Park, New York, NY - August 15, 1991",Paul Simon,1991,258.987,103.54,0.835,0.582,0.376,0,42,No
102627,Armistice Day,Paul Simon,1972,235.507,115.219,0.828,0.27,0.278,7,33,No
102634,Paranoia Blues,Paul Simon,1972,176.64,125.354,0.195,0.448,0.674,11,33,No
102641,Hobo's Blues,Paul Simon,1972,80.773,84.216,0.6,0.504,0.543,10,33,No
102842,Gone at Last (with Phoebe Snow & The Jessy Dixon Singers),Paul Simon,1975,220.947,142.414,0.103,0.78,0.939,0,36,No
102871,Night Game,Paul Simon,1975,177.64,108.029,0.959,0.0408,0.158,2,36,No
108315,Me and Julio Down by the Schoolyard - Demo - San Francisco 2/71,Paul Simon,1972,147.533,96.834,0.863,0.317,0.723,2,33,No
108360,Congratulations,Paul Simon,1972,223.4,94.474,0.852,0.171,0.151,9,32,No
108427,Was a Sunny Day,Paul Simon,1973,224.32,119.931,0.575,0.249,0.653,0,33,No
108430,Learn How to Fall,Paul Simon,1973,167.627,123.636,0.0897,0.501,0.548,6,34,No
108485,The Boxer (with The Jessy Dixon Singers & Urubamba) - Live 1973,Paul Simon,1974,367.627,92.841,0.34,0.597,0.303,7,32,No
108540,Some Folks' Lives Roll Easy,Paul Simon,1975,194.4,110.384,0.838,0.215,0.0848,9,35,No
108547,You're Kind,Paul Simon,1975,200.147,113.956,0.711,0.219,0.704,4,35,No
109083,Train in the Distance,Paul Simon,1983,312.493,122.487,0.89,0.254,0.305,8,33,No
109395,Proof,Paul Simon,1990,279.64,110.757,0.173,0.808,0.802,7,35,No
110102,50 Ways to Leave Your Lover,Paul Simon,2007,208.16,101.631,0.19,0.383,0.341,7,52,No
4548,Better Man,Pearl Jam,2004,268.76,125.328,0.0539,0.71,0.275,2,48,No
4560,Last Kiss,Pearl Jam,2004,196.667,112.029,0.336,0.741,0.722,7,57,No
4617,Come Back,Pearl Jam,2006,326.04,167.412,0.0936,0.563,0.267,5,56,No
9184,Breath,Pearl Jam,1992,325.133,83.777,0.00249,0.871,0.451,9,37,No
9279,Last Exit - Remastered,Pearl Jam,1994,175.387,139.153,0.0599,0.951,0.672,0,42,No
9283,Tremor Christ - Remastered,Pearl Jam,1994,250.6,77.746,0.0229,0.727,0.598,1,41,No
9687,Even Flow,Pearl Jam,2004,303.667,104.899,0.000109,0.844,0.377,7,48,No
9990,Sirens,Pearl Jam,2013,340.32,155.032,0.00309,0.847,0.475,3,62,No
14076,Black - Brendan O'Brien Mix,Pearl Jam,1991,338.76,156.343,0.0447,0.746,0.211,9,41,No
14265,Lukin,Pearl Jam,1996,62.36,153.412,0.00981,0.957,0.789,4,41,No
18990,Cready Stomp - bonus track,Pearl Jam,1993,201.147,184.421,2.2e-06,0.936,0.537,0,38,No
19093,Red Mosquito,Pearl Jam,1996,242.733,173.28,0.25,0.738,0.352,5,42,No
19094,In My Tree,Pearl Jam,1996,238.813,106.854,0.0154,0.828,0.415,4,41,No
19324,Thumbing My Way,Pearl Jam,2002,248.16,115.594,0.529,0.455,0.256,2,48,No
23632,Alive - Brendan O'Brien Mix,Pearl Jam,1991,340.52,75.013,0.00331,0.958,0.356,2,39,No
23947,In Hiding,Pearl Jam,1998,299.733,104.29,0.00237,0.753,0.391,2,41,No
24071,Save You,Pearl Jam,2002,230.027,161.817,0.0205,0.947,0.558,4,48,Yes
28187,Even Flow - Brendan O'Brien Mix,Pearl Jam,1991,293.093,104.999,3.13e-05,0.934,0.323,10,36,No
28292,Whipping - Remastered,Pearl Jam,1994,154.04,165.902,0.00323,0.986,0.452,7,39,No
28444,Low Light,Pearl Jam,1998,224.653,154.525,0.0439,0.596,0.454,7,42,No
28471,Faithful,Pearl Jam,1998,258.56,109.646,0.000546,0.817,0.403,0,42,No
28618,Yellow Ledbetter,Pearl Jam,2003,300.827,138.705,0.261,0.472,0.299,4,50,No
28705,State of Love and Trust,Pearl Jam,2004,223.8,164.577,0.0185,0.99,0.377,9,46,No
28864,Unthought Known,Pearl Jam,2009,248.667,118.777,0.00255,0.567,0.689,0,52,No
32646,The Long Road,Pearl Jam,1995,359.067,101.732,0.201,0.441,0.0764,2,39,No
32811,Light Years,Pearl Jam,2000,306.84,205.07,0.0447,0.726,0.746,7,45,No
32835,Nothing As It Seems,Pearl Jam,2000,321.293,140.627,0.0362,0.508,0.0445,9,44,No
33101,The End,Pearl Jam,2009,177.4,117.296,0.842,0.252,0.332,6,51,No
36714,Around the Bend,Pearl Jam,1996,276.56,200.538,0.638,0.378,0.52,2,40,No
36778,Brain of J.,Pearl Jam,1998,180.0,169.963,0.000607,0.939,0.369,11,41,No
40577,Jeremy - Brendan O'Brien Mix,Pearl Jam,1991,315.973,112.027,0.00397,0.96,0.245,2,35,No
40605,Jeremy - Radio Edit,Pearl Jam,1991,289.627,105.704,0.0469,0.791,0.406,2,36,No
40704,Satan's Bed - Remastered,Pearl Jam,1994,204.88,139.598,0.00047,0.954,0.661,11,37,No
40860,No Way,Pearl Jam,1998,259.027,146.925,0.119,0.858,0.639,11,40,No
41099,World Wide Suicide,Pearl Jam,2006,207.347,147.007,0.000272,0.959,0.721,7,49,No
41192,Amongst The Waves,Pearl Jam,2009,238.88,127.102,0.00371,0.747,0.558,9,50,No
44562,Corduroy - Alternate Take,Pearl Jam,1994,283.413,131.055,0.0065,0.927,0.108,0,36,No
51225,Even Flow,Pearl Jam,1991,292.581,105.338,0.00178,0.944,0.265,10,75,No
51229,Alive,Pearl Jam,1991,340.907,75.009,0.00752,0.875,0.595,11,75,No
51233,Jeremy,Pearl Jam,1991,318.227,108.808,0.0404,0.846,0.287,2,72,No
51237,Black,Pearl Jam,1991,342.653,77.15,0.323,0.684,0.2,4,74,No
51242,Yellow Ledbetter,Pearl Jam,1991,303.587,140.87,0.29,0.354,0.292,4,69,No
51375,Daughter (Remastered),Pearl Jam,1993,234.333,96.99,0.00746,0.702,0.734,7,68,No
51392,Elderly Woman Behind the Counter in a Small Town (Remastered),Pearl Jam,1993,196.187,182.032,0.0519,0.493,0.183,7,62,No
51447,Better Man,Pearl Jam,1994,268.587,125.712,0.165,0.671,0.267,2,66,No
51566,Present Tense,Pearl Jam,1996,345.787,130.872,0.403,0.272,0.105,2,62,No
51715,Last Kiss,Pearl Jam,1999,195.467,112.053,0.363,0.692,0.774,7,71,No
58920,Release,Pearl Jam,1991,546.019,80.979,0.446,0.34,0.064,7,58,No
58929,Once,Pearl Jam,1991,231.368,113.807,0.00535,0.885,0.211,2,58,No
58995,State of Love and Trust,Pearl Jam,1992,227.2,165.193,0.00035,0.894,0.664,9,56,No
59014,Rearviewmirror (Remastered),Pearl Jam,1993,283.467,158.863,0.00146,0.961,0.437,11,59,No
59828,Just Breathe,Pearl Jam,2009,215.853,107.819,0.721,0.348,0.283,0,69,No
65793,Oceans,Pearl Jam,1991,161.893,112.393,0.512,0.377,0.147,7,57,No
65811,Garden,Pearl Jam,1991,298.933,82.7,0.0478,0.707,0.179,7,54,No
65819,Porch,Pearl Jam,1991,210.52,135.762,0.00372,0.935,0.17,9,55,No
65828,Why Go,Pearl Jam,1991,200.039,115.565,0.00999,0.968,0.316,9,54,No
65905,Dissident (Remastered),Pearl Jam,1993,214.987,146.691,0.00304,0.864,0.531,0,55,No
65938,Animal (Remastered),Pearl Jam,1993,167.52,106.088,7.52e-05,0.955,0.473,7,54,No
65966,Corduroy - Remastered,Pearl Jam,1994,277.587,131.304,0.00241,0.93,0.134,0,56,No
65992,Nothingman - Remastered,Pearl Jam,1994,274.44,96.018,0.499,0.387,0.15,5,57,No
66174,Given to Fly,Pearl Jam,1998,238.867,101.173,0.000294,0.764,0.341,7,59,No
72501,Evenflow,Pearl Jam,1991,293.6,104.995,0.00482,0.83,0.309,10,48,No
72581,Go (Remastered),Pearl Jam,1993,193.427,140.267,4.34e-06,0.863,0.377,5,53,No
72590,Go,Pearl Jam,1993,193.093,139.978,7.31e-06,0.848,0.441,1,49,No
72642,Immortality - Remastered,Pearl Jam,1994,318.067,129.089,0.0798,0.543,0.118,2,56,No
72813,Do the Evolution,Pearl Jam,1998,231.253,140.643,0.00041,0.981,0.325,10,61,No
72823,Wishlist,Pearl Jam,1998,206.587,115.032,0.0134,0.342,0.101,0,57,No
79176,Deep,Pearl Jam,1991,258.186,82.226,0.000179,0.882,0.25,4,50,No
79315,Indifference (Remastered),Pearl Jam,1993,302.253,102.221,0.929,0.28,0.245,2,48,No
79374,Not for You - Remastered,Pearl Jam,1994,352.587,119.902,0.0294,0.676,0.13,9,52,No
79439,Off He Goes,Pearl Jam,1996,358.453,101.39,0.574,0.344,0.343,0,54,No
86008,Glorified G (Remastered),Pearl Jam,1993,204.413,115.32,0.000278,0.86,0.726,7,46,No
86031,Crazy Mary (Remastered),Pearl Jam,1993,339.467,139.109,0.0389,0.465,0.104,11,47,No
86296,Soldier of Love,Pearl Jam,1999,174.173,116.14,0.143,0.777,0.751,4,59,No
86417,I Am Mine,Pearl Jam,2002,215.333,161.586,0.00394,0.728,0.489,7,59,No
92107,W.M.A. (Remastered),Pearl Jam,1993,357.56,107.728,0.021,0.771,0.663,7,45,No
92158,Spin the Black Circle - Remastered,Pearl Jam,1994,167.613,217.913,0.00063,0.99,0.141,2,49,No
92223,"Hail, Hail",Pearl Jam,1996,221.147,141.709,0.00137,0.953,0.235,0,50,No
92240,Smile,Pearl Jam,1996,231.813,156.396,0.00462,0.835,0.683,7,51,No
98042,Elderly Woman Behind the Counter in a Small Town - Acoustic Version,Pearl Jam,1993,198.4,180.305,0.305,0.405,0.296,7,45,No
98046,Leash (Remastered),Pearl Jam,1993,188.587,103.431,7.67e-05,0.921,0.366,0,44,No
98069,Rats (Remastered),Pearl Jam,1993,255.08,187.933,0.0017,0.901,0.567,7,44,No
98208,Who You Are,Pearl Jam,1996,230.133,176.563,0.0301,0.884,0.623,4,49,No
103810,Footsteps,Pearl Jam,1991,232.84,133.72,0.764,0.335,0.356,0,41,No
103880,Blood (Remastered),Pearl Jam,1993,169.56,111.298,2.04e-05,0.884,0.542,5,43,No
104003,Sometimes,Pearl Jam,1996,161.533,103.38,0.75,0.197,0.0622,0,48,No
104530,The Fixer,Pearl Jam,2009,177.56,152.24,7.94e-05,0.934,0.894,11,56,No
109549,Hold On - bonus track,Pearl Jam,1993,279.653,148.254,0.425,0.546,0.279,7,42,No
109588,Better Man - Guitar / Organ Only,Pearl Jam,1994,234.56,116.007,0.916,0.138,0.17,2,44,No
4532,Boys (feat. Pharrell Williams) - Co-Ed Remix,Pharrell Williams,2004,226.413,106.997,0.062,0.787,0.899,6,41,No
4621,Wanna Love You Girl - Main,Pharrell Williams,2006,263.28,116.025,0.0285,0.358,0.773,9,46,No
4915,Come Get It Bae,Pharrell Williams,2014,201.933,120.162,0.266,0.798,0.895,0,58,No
9877,Despicable Me,Pharrell Williams,2010,252.973,84.99,0.0481,0.333,0.32,11,47,No
10067,WTF (Where They From) [feat. Pharrell Williams],Pharrell Williams,2015,192.773,119.941,0.0181,0.819,0.556,8,56,Yes
10120,Surfin',Pharrell Williams,2016,238.387,130.008,0.11,0.685,0.827,2,58,Yes
14466,Pass the Courvoisier Part II - Remix,Pharrell Williams,2001,238.475,97.285,0.0958,0.787,0.588,4,42,No
14541,Shake Ya Ass (feat. Pharrell Williams),Pharrell Williams,2004,258.093,98.017,0.0688,0.603,0.66,7,42,Yes
14915,Freedom,Pharrell Williams,2015,162.467,86.141,0.395,0.558,0.605,1,64,No
19466,Number One,Pharrell Williams,2006,236.573,107.012,0.251,0.801,0.666,10,48,Yes
24202,That Girl,Pharrell Williams,2006,241.027,96.008,0.311,0.797,0.701,2,48,Yes
24315,So Ambitious,Pharrell Williams,2009,252.147,72.719,0.0632,0.723,0.611,4,45,Yes
28517,Southern Hospitality,Pharrell Williams,2000,300.92,94.954,0.0426,0.892,0.629,0,35,No
28993,Blurred Lines,Pharrell Williams,2013,263.053,120.0,0.00412,0.504,0.881,7,52,No
33142,"Fun, Fun, Fun",Pharrell Williams,2010,205.96,126.683,0.0691,0.927,0.922,1,44,No
36929,Pass The Courvoisier Remix,Pharrell Williams,2002,239.707,98.133,0.123,0.775,0.588,2,35,Yes
41071,Drop It Like It's Hot - Radio Edit,Pharrell Williams,2004,269.48,91.987,0.174,0.549,0.629,1,36,No
41190,I'm Good (feat. Pharrell Williams),Pharrell Williams,2009,261.213,82.022,0.29,0.837,0.938,10,42,Yes
44953,Can I Have It Like That,Pharrell Williams,2006,235.36,100.99,0.129,0.525,0.376,7,48,Yes
45260,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Pharrell Williams,2017,223.413,101.018,0.0642,0.745,0.872,11,66,Yes
51954,Frontin' (feat. Jay-Z) - Club Mix,Pharrell Williams,2003,236.507,102.009,0.453,0.404,0.759,9,65,Yes
51983,Drop It Like It's Hot,Pharrell Williams,2004,266.067,91.979,0.19,0.632,0.662,1,68,Yes
52595,Blurred Lines,Pharrell Williams,2013,263.827,119.993,0.00334,0.599,0.843,7,75,No
52604,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Pharrell Williams,2013,248.413,116.047,0.0426,0.811,0.862,6,77,No
52629,IFHY (feat. Pharrell),Pharrell Williams,2013,319.253,86.001,0.2,0.716,0.274,7,67,Yes
52651,"Happy - From ""Despicable Me 2""",Pharrell Williams,2014,232.72,160.019,0.219,0.822,0.962,5,80,No
53123,Safari,Pharrell Williams,2020,204.973,133.679,0.483,0.727,0.513,0,0,No
59509,Beautiful,Pharrell Williams,2002,298.307,101.007,0.246,0.695,0.961,11,61,Yes
59661,Beautiful,Pharrell Williams,2005,299.147,101.025,0.299,0.74,0.963,11,65,Yes
59690,Money Maker,Pharrell Williams,2006,230.613,78.756,0.15,0.598,0.612,1,61,Yes
60061,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Pharrell Williams,2013,369.627,116.049,0.0378,0.793,0.863,6,72,No
60323,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Pharrell Williams,2017,223.413,101.018,0.0642,0.745,0.872,11,77,Yes
66260,Southern Hospitality (Featuring Pharrell),Pharrell Williams,2000,300.933,95.158,0.035,0.896,0.613,0,53,Yes
66949,Lose Yourself to Dance (feat. Pharrell Williams),Pharrell Williams,2013,353.893,100.163,0.0839,0.659,0.674,10,70,No
80413,Safari,Pharrell Williams,2016,205.6,180.065,0.531,0.675,0.604,0,71,No
87122,Neon Guts (feat. Pharrell Williams),Pharrell Williams,2017,258.789,119.934,0.0541,0.563,0.412,1,64,Yes
98410,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Pharrell Williams,2001,238.6,89.767,0.0844,0.793,0.56,6,50,Yes
99012,Lemon,Pharrell Williams,2017,219.707,94.997,0.00214,0.727,0.201,1,65,Yes
104763,"Move That Dope (feat. Pharrell, Pusha T & Casino)",Pharrell Williams,2014,340.48,131.075,0.0754,0.626,0.316,11,54,Yes
109869,Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,Pharrell Williams,2001,259.547,93.928,0.268,0.896,0.748,0,44,No
110379,Feds Watching,Pharrell Williams,2013,247.013,139.985,0.0476,0.875,0.759,7,49,Yes
